productos;kilos;valor
MASILLA, CEMENTOS DE RESINA Y DEMAS MASTIQUES;13079;120284
LAS DEMAS LAMPARAS Y TUBOS DE DESCARGA (EXCEPTO LOS DE RAYOS ULTRAVIOLETAS),PARA LA PRODUCCION DE LUZ RELAMPAGO;13069;293235
LAS DEMAS MEZCLAS QUE CONTENGAN DERIVADOS PERHALOGENADOS DE HIDROCARBUROS ACICLICOS CON DOS HALOGENOS DIFERENTES POR LO MENOS;13037;261053
LOS DEMAS INSTRUMENTOS MUSICALES DE ARCO;13034;500548
LOS DEMAS INSTRUMENTOS Y APARATOS ELECTROMEDICOS;13034;3092652
BOLSAS (SACOS): MULTIPLIEGO CON UNA ANCHURA EN LA BASE,SUPERIOR O IGUAL A 40 Cm,DE PAPEL,CARTON,GUATA DE CELULOSA O NAPAS DE FIBRAS DE CELULOSA;12987;89056
LOS DEMAS CIZALLAS PARA SETOS,TIJERAS DE PODAR Y HERRAMIENTAS SIMILARES PARA USAR CON LAS DOS MANOS;12970;123001
BOMBAS PARA HORMIGON;12961;397431
LOS DEMAS MOLDES PARA METALES O CARBUROS METALICOS;12937;442777
LAS DEMAS MAQUINAS DE CEPILLAR,MAQUINAS DE FRESAR O MOLDURAR;12927;301985
ACORDEONES E INSTRUMENTOS SIMILARES;12925;274477
LOS DEMAS BASCULAS Y BALANZAS PARA PESADA CONSTANTE,INCLUIDAS LAS DE DESCARGAR PESOS DETERMINADOS EN SACOS (BOLSAS) U OTROS RECIPIENTES,ASI COMO LAS DOSIFICADORAS DE TOLVA;12924;1147745
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FILAMENTOS SINTETICOS INFERIOR AL 85% EN PESO,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGODON,ESTAMPADOS;12880;294232
LOS DEMAS COLORES PARA LA PINTURA ARTISTICA,LA ENSEÑANZA,LA PINTURA DE CARTELES,PARA MATIZAR O PARA ENTRETENIMIENTO Y COLORES SIMILARES,EN PASTILLAS,TUBOS,BOTES,FRASCOS O EN FORMAS O ENVASES SIMILARES;12875;365535
LAS DEMAS MAQUINAS DE CEPILLAR,LIMAR,MORTAJAR,BROCHAR,TALLAR O ACABAR ENGRANAJES,ASERRAR,TROCEAR Y DEMAS MAQUINAS HERRAMIENTA QUE TRABAJEN POR ARRANQUE DE METAL O CERMETS;12867;381069
ABRIGOS,IMPERMEABLES,CHAQUETONES,CAPAS Y ARTICULOS SIMILARES DE FIBRAS SINTETICAS O ARTIFICIALES,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 62.04;12853;1950849
LAS DEMAS,PLACAS,HOJAS,TIRAS,VARILLAS Y PERFILES,DE CAUCHO CELULAR;12812;155172
LOS DEMAS MAGNETOS,DINAMOMAGNETOS,VOLANTES MAGNETICOS;12807;170841
DIODOS,EXCEPTO LOS FOTODIODOS Y LOS DIODOS EMISORES DE LUZ;12789;537041
MOTORES PARA LA PROPULSION DE BARCOS;12788;124573
LAS DEMAS MAQUINAS Y APARATOS PARA LA PREPARACION,CURTIDO O TRABAJO DE CUERO O PIEL O PARA LA FABRICACION O REPARACION DE CALZADOS U OTRAS MANUFACTURAS DE CUERO O PIEL,EXCEPTO LAS MAQUINAS DE COSER;12766;196675
LAS DEMAS CARROCERIAS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05. INCLUIDAS LAS CABINAS;12721;705142
LOS DEMAS ARTICULOS DE HILADOS, TIRAS O FORMAS SIMILARES DE LAS PARTIDAS 54.04 O 54.05, CORDELES, CUERDAS O CORDAJES, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;12712;403920
LAS DEMAS MAQUINAS Y APARATOS PARA MOLDEAR ELEMENTOS PREFABRICADOS DE CEMENTO U HORMIGON;12702;453419
LOS DEMAS TINTES Y DEMAS MATERIAS COLORANTES PRESENTADOS EN FORMAS O ENVASES PARA LA VENTA AL POR MENOR.;12696;384434
BOLSAS (SACOS) Y TALEGAS,PARA ENVASAR:CONTINENTES INTERMEDIOS FLEXIBLES PARA PRODUCTOS A GRANEL DE MATERIAS TEXTILES SINTETICAS O ARTIFICIALES;12696;628932
LOS DEMAS ETERES-ALCOHOLES Y SUS DERIVADOS HALOGENADOS,SULFANADOS,NITRADOS O NITROSADOS;12687;306237
LOS DEMAS COMPRESORES DE POTENCIA SUPERIOR O IGUAL A 30 KW (40 HP) E INFERIOR A 262.5 KW (352 HP);12597;537096
LOS DEMAS SOPORTES SEMICONDUCTORES;12596;363469
"LOS DEMAS ACIDOS NUCLEICOS Y SUS SALES, AUNQUE NO SEAN DE CONSTITUCION QUIMICA DEFINIDA; LOS DEMAS COMPUESTOS HETEROCICLICOS";12563;1148650
LOS DEMAS APARATOS E INSTRUMENTOS PARA PESAR VEHICULOS;12542;266560
LAS DEMAS MAQUINAS ESCARIADORAS-FRESADORAS;12510;238834
SACOS (CHAQUETAS) DE ALGODON PARA MUJERES O NIÑAS;12500;468889
MATERIAS COLORANTES ORGANICAS SINTETICAS: COLORANTES DISPERSOS Y PREPARACIONES A BASE DE ESTOS COLORANTES;12474;412719
LOS DEMAS ARTICULOS DE TAPICERIA,EXCEPTO LOS DE LA PARTIDA 94.04,DE LAS DEMAS MATERIAS TEXTILES,EXCEPTO LAS DE PUNTO;12472;168407
ACCESORIOS DE TUBERIA (POR EJ: EMPALMES(RACORES),CODOS,MANGUITOS) DE ALEACIONES DE COBRE;12462;649859
PRODUCTOS LAMINADOS PLANOS DE ACERO INOXIDABLE DE ANCHURA INFERIOR A 600 mm SIMPLEMENTE LAMINADOS EN FRIO;12421;364585
LOS DEMAS HILADOS DE LANA O DE PELO FINO,ACONDICIONADOS PARA LA VENTA AL POR MENOR;12421;109514
"PANTALONES LARGOS,PANTALONES CON PETO,PANTALONES CORTOS (CALZONES) Y ""SHORTS"" DE LAS DEMAS MATERIAS TEXTILES PARA HOMBRES O NIÑOS,(EXCEPTO DE BAÑO)";12406;413575
LAS DEMAS MAQUINAS Y APARATOS PARA COSECHAR,MAQUINAS Y APARATOS PARA TRILLAR;12323;346045
LAS DEMAS CALANDRIAS Y LAMINADORAS,EXCEPTO PARA METAL O VIDRIO;12322;235831
BINOCULARES (INCLUIDOS LOS PRISMATICOS);12298;211891
SILICATOS DOBLES O COMPLEJOS;12271;168518
TEJIDOS DE MONOFILAMENTOS DE POLIETILENO O DE MULTIFILAMENTOS DE POLISETER, CON UN PESO SUPERIOR O IGUAL A 30 G/M2 PERO INFERIOR O IGUAL A 55 G/M2;12260;131136
MAQUINAS Y APARATOS PARA LA AVICULTURA: COMEDEROS Y BEBEDEROS AUTOMATICOS;12255;420162
LOS DEMAS TRANSISTORES,EXCEPTO LOS FOTOTRANSISTORES;12251;316855
LAS DEMAS MANUFACTURAS DE CERAMICA;12248;199423
LOS DEMAS TUBOS Y PERFILES HUECOS DE SECCION CIRCULAR,DE HIERRO O ACERO SIN ALEAR,ESTIRADOS O LAMINADOS EN FRIO;12240;67821
LAS DEMAS BOMBAS CON DISPOSITIVO MEDIDOR INCORPORAD O CONCEBIDO PARA LLEVARLO;12224;308632
DIOXIDO DE TITANIO (OXIDO TITANICO O ANHIDRIDO TITANICO);12119;204196
LOS DEMAS  COMPUESTOS CUYA ESTRUCTURA CONTENGA UN CICLO TIAZOL (INCLUSO HIDROGENADO SIN CONDENSAR;12104;282198
LAS DEMAS ROPAS DE MESA DE FIBRAS SINTETICAS O ARTIFICIALES;12095;226754
CORDELES,CUERDAS Y CORDAJES ESTEN O NO TRENZADAS,DE LAS DEMAS FIBRAS SINTETICAS;12067;165080
LAS DEMAS CORTADORAS Y ARRANCADORAS, DE CARBON O ROCAS, Y MAQUINAS PARA HACER TUNELES O GALERIAS;12043;342343
CACAO EN POLVO,CON ADICION DE AZUCAR U OTRO EDULCORANTE;12040;77288
APARATOS DE CONMUTACION PARA TELEFONIA O TELEGRAFIA , AUTOMATICOS;11956;4317074
LAS DEMAS PASTAS ALIMENTICIAS SIN COCER,RELLENAR NI PREPARAR DE OTRA FORMA;11949;114400
LOS DEMAS ARTICULOS DE TAPICERIA,EXCEPTO LOS DE LA PARTIDA 94.04,DE ALGODON (EXCEPTO LOS DE PUNTO);11946;86989
TELEFONOS DE ABONADO DE AURICULAR INALAMBRICO COMBINADO CON MICROFONO;11931;1143868
LAS DEMAS PARTES DE CADENAS DE FUNDICION,HIERRO O ACERO;11910;246828
LOS DEMAS BARCOS PARA TRANSPORTE DE MERCANCIAS Y DEMAS BARCOS CONCEBIDOS PARA TRASNPORTE MIXTO DE PERSONAS Y MERCANCIAS DE REGISTRO INFERIOR O IGUAL A 50 T;11894;91184
LAS DEMAS PARTES,IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE LAS ARTIDAS Nos 84.07 U 84.08: INYECTORES Y DEMAS PARTES PARA SISTEMAS DE COMBUSTIBLE;11891;1115892
LOS DEMAS APARATOS DE COCCION Y CALIENTAPLATOS;11857;422804
LOS DEMAS CLORITOS;11851;126485
COLCHONES DE CAUCHO O PLASTICO CELULARES,RECUBIERTOS O NO;11810;180532
LOS DEMAS APARATOS ELEVADORES O TRANSPORTADORES,DE ACCION CONTINUA,PARA MERCANCIAS,ESPECIALMENTE CONCEBIDOS PARA EL INTERIOR DE MINAS U OTROS TRABAJOS SUBTERRANEOS;11800;297288
LAS DEMAS PARTES DE MAQUINAS,APARATOS Y ARTEFACTOS AGRICOLAS,HORTICOLAS O SILVICOLAS,PARA LA PREPARACION O EL TRABAJO DEL SUELO O PARA EL CULTIVO;11799;469590
LAS DEMAS MAQUINAS DE RECTIFICAR SUPERFICIES PLANAS EN LAS QUE LA POSICION DE LA PIEZA EN UNO DE LOS EJES PUEDA REGLARSE A 0,01 mm O MENOS;11790;237489
MANJAR BLANCO O DULCE DE LECHE;11783;20401
LAS DEMAS PARTES,IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE LAS ARTIDAS Nos 84.07 U 84.08: VALVULAS;11769;802137
LOS DEMAS,APARATOS,PARA USO MEDICO,QUIRURGICO O VETERINARIO;11757;4343761
EFECTOS PERSONALES;11742;351261
LOS DEMAS INTERCAMBIADORES DE CALOR;11738;494494
ACELERADORES DE VULCANIZACION PREPARADOS;11712;222335
MULTIMETROS SIN DISPOSITIVO REGISTRADOR;11689;1126213
LOS DEMAS TEJIDOS ESTAMPADOS DE FIBRAS DISCONTINUAS DE POLIESTER (MENOS DE 85% DE ALGODON),DE GRAMAJE INFERIOR O IGUAL A 170 g/m2;11689;113491
ACEITE DE SESAMO (AJONJOLI) Y SUS FRACCIONES;11665;132369
CADENAS ANTIDESLIZANTES,DE FUNDICION,HIERRO O ACERO;11622;87770
CUCHILLAS Y HOJAS CORTANTES PARA MAQUINAS AGRICOLAS,HORTICOLAS O FORESTALES;11599;218248
BORDADOS QUIMICOS O AEREOS Y BORDADOS CON FONDO RECORTADO;11560;361159
BOLSAS PARA EL ENVASADO DE SOLUCIONES PARENTERALES;11524;332764
LAS DEMAS MAQUINAS Y APARATOS,SIN PROPULSION;11491;329688
MAQUINAS Y APARATOS PARA ENCUADERNACION,INCLUIDAS LAS MAQUINAS PARA COSER PLIEGOS;11435;439108
MONITORES CON TUBO DE RAYOS CATODICOS APTOS PARA SER CONECTADOS DIRECTAMENTE Y DISE¥ADOS PARA SER UTILIZADOS CON UNA MAQUINA AUTOMATICA PARA TRATAMIENTO O PROCESAMIENTO DE DATOS DE LA PARTIDA 84.71.;11421;359871
HILADOS RETORCIDOS O CABLEADOS DE FIBRAS SINTETICAS DISCONTINUAS DE POLIESTER SUP.O IGUAL AL 85% EN PESO;11389;102344
LOS DEMAS INSTRUMENTOS, APARATOS Y MODELOS CONCEBIDOS PARA DEMOSTRACIONES (POR EJ. EN LA ENSEÑANZA O EXPOSICIONES), NO SUSCEPTIBLES DE OTROS USOS;11375;1187733
LOS DEMAS APARATOS ELECTRICOS DE SEÑALIZACION (EXCEPTO LOS DE TRANSMISION DE MENSAJES),SEGURIDAD,CONTROL O MANDO,PARA VIAS FERREAS O SIMILARES,CARRETERAS,VIAS FLUVIALES,AEREAS DE ESTACIONAMIENTO;11369;1302180
ARTICULOS DE JOYERIA Y SUS PARTES DE CHAPADOS DE METAL PRECIOSO (PLAQUE),SOBRE METAL COMUN;11357;428627
NAVAJAS DE AFEITAR;11329;386795
PELUCAS QUE CUBRAN TODA LA CABEZA DE MATERIAS TEXTILES SINTETICAS;11329;212433
PESAS PARA TODA CLASE DE BASCULAS O BALANZAS,PARTES DE APARATOS O INSTRUMENTOS PARA PESAR;11317;1039785
LOS DEMAS MOTORES DE CORRIENTE ALTERNA,POLIFASICOS,DE POTENCIA SUPERIOR A 7.5 kW PERO INFERIOR O IGUAL A 18.5 kW;11311;324905
PARTES DE APARATOS DE ALUMBRADO,ANUNCIOS,LETREROS Y PLACAS INDICADORAS LUMINOSOS Y ARTICULOS SIMILARES,CON FUENTE DE LUZ INSEPARABLE,DE PLASTICO;11302;413355
LAS DEMAS MANUFACTURAS MOLDEADAS DE FUNDICION NO MALEABLE DE HIERRO O ACERO;11275;316779
LOS DEMAS ALDEHIDOS ACICLICOS SIN OTRAS FUNCIONES OXIGENADAS;11274;146706
"LOS DEMAS ARTICULOS Y APARATOS DE ORTOPEDIA,INCLUIDAS LAS FAJAS Y VENDAJES MEDICO QUIRURGICOS Y LAS MULETAS;TABLILLAS FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURA";11265;330268
GUARNICIONES PARA FRENOS QUE NO CONTENGAN AMIANTO (ASBESTO);11258;236962
LAS DEMAS BOMBAS DE INYECCION,ELEVADORES DE LIQUIDOS;11233;1657157
LOS DEMAS SISTEMAS DE DIRECCION MECANICOS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05;11205;244933
"LAS DEMAS AGUJAS DE COSER, DE TEJER, PASACINTAS, AGUJAS DE GANCHILLO (CROCHE), PUNZONES PARA BORDAR Y ARTICULOS SIMILARES, DE USO MANUAL, DE HIERRO O ACERO; ALFILERES DE GANCHO (IMPERDIBLES)";11186;191965
LOS DEMAS GUANTES,MITONES Y MANOPLAS,DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO;11150;370022
LAS DEMAS MAQUINAS DE FRESAR;11107;290573
LOS DEMAS INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL O NIVEL DE LIQUIDOS;11081;904380
PAÑALES PARA BEBES DE LAS DEMAS MATERIAS;11071;66874
LAS DEMAS MUELAS Y ARTICULOS SIMILARES DE PIEDRAS NATURALES;11049;219115
LOS DEMAS MOTORES DE CORRIENTE CONTINUA,DE POTENCIA INFERIOR O IGUAL A 750 W;11039;307925
ETIQUETAS DE TODAS CLASES,DE PAPEL O CARTON,IMPRESAS;11034;238128
PARTES Y ACCESORIOS,NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO,PARA MAQUINAS,APARATOS,INSTRUMENTOS O ARTICULOS DEL CAPITULO 90;11010;2139763
LAS DEMAS BOLSAS (SACOS) Y TALEGAS,PARA ENVASAR DE MATERIAS TEXTILES SINTETICAS O ARTIFICIALES;11010;109738
LOS DEMAS TERMOMETROS Y PIROMETROS DE LIQUIDO,CON LECTURA DIRECTA;10972;800217
LOS DEMAS CALZADOS CON SUELA DE CAUCHO, PLASTICO, CUERO NATURAL O REGENERADO Y PARTE SUPERIOR DE CUERO NATURAL;10955;1435594
"CLORANFENICOL Y SUS DERIVADOS;SALES DE ESTOS PRODUCTOS";10951;2133661
"HOJAS Y TIRAS, DELGADAS, DE ESTAÑO (INCLUSO IMPRESAS O FIJADAS SOBRE PAPEL, CARTON, PLASTICO O SOPORTES SIMILARES), DE ESPESOR INFERIOR O IGUAL A 0,2 MM (SIN INCLUIR EL SOPORTE); POLVO Y ESCAMI";10949;128377
LOS DEMAS TORNOS HORIZONTALES DE CONTROL NUMERICO;10916;441169
"LOS DEMAS,PROTECTORES (""FLAPS""),DE CAUCHO";10881;169280
LOS DEMAS PREPARACIONES LUBRICANTES QUE CONTENGAN ACEITES DE PETROLEO O DE MINERALES BITUMINOSO;10849;120779
LOS DEMAS CAUCHO ETILENO-PROPILENO-DIENO NO CONJUGADO (EPDM) EN PLACAS, HOJAS O TIRAS;10842;233746
LOS DEMAS DESPERTADORES Y DEMAS RELOJES DE PEQUEÑOS MECANISMOS DE RELOJERIA;10839;137307
LOS DEMAS GENERADORES DE CORRIENTE CONTINUA,DE POTENCIA SUPERIOR A 75 kW PERO INFERIOR O IGUAL A 375 KW;10806;429608
LAS DEMAS TELAS SIN TEJER,INCLUSO IMPREGNADA,RECUBIERTA,REVESTIDA O ESTRATIFICADA DE PESO INF. O IGUAL A 25 g/m2;10801;96678
LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS,DE PRODUCTOS CELULARES,DE CELULOSA REGENERADA;10797;128514
LAMINADORES DE TUBOS PARA METAL Y SUS CILINDROS;10797;307036
CORREAS DE TRANSMISION SIN FIN, SIN ESTRIAR, DE SECCION TRAPEZOIDAL, DE CIRCUNFERENCIA EXTERIOR SUPERIOR A 60 CM PERO INFERIOR O IGUAL A 180 CM;10795;385915
CARRETILLAS AUTOMOVIL ELECTRICAS,SIN DISPOSITIVO DE ELEVACION DEL TIPO DE LOS UTILIZADOS EN FABRICAS,ALMACENES,PUERTOS O AEROPUERTOS,PARA TRANSPORTE DE MERCANCIAS A CORTA DISTANCIA;10793;335241
LOS DEMAS FUSIBLES Y CORTACIRCUITOS DE FUSIBLE;10787;581084
LOS DEMAS ARTICULOS SIMILARES A LAS COMPRESAS, TAMPONES HIGIENICOS Y PAÑALES PARA BEBES, DE PASTA DE PAPEL, PAPEL, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA;10779;118538
VAGONES DE DESCARGA AUTOMATICA,EXCEPTO LOS DE LAS SUBPARTIDAS Nos 8606.1000 U 8606.20.00;10743;113362
LOS DEMAS PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZONES) Y SHORTS DE ALGODON PARA HOMBRES O NIÑOS;10667;1829835
ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO DE LAS DEMAS MATERIAS TEXTILES,CON MECHON INSERTADO,INCLUSO CONFECCIONADOS;10663;238139
TEJIDOS CRUDOS O BLANQUEADOS DE FIBRAS SINTETICAS DISCONTINUAS DE POLIESTER (MENOS DEL 85% DE ESTAS FIBRAS)DE LIGAMENTO TAFETAN,MEZCLADOS PRINCIPALMENTE CON ALGODON,DE GRAMAJE INFERIOR O IGUAL A 170 g;10532;150461
PARTES DE BOMBAS PARA CARBURANTE,ACEITE O REFRIGERANTE DE LOS DEMAS MOTORES;10505;353344
CONGELADORES VERTICALES DEL TIPO ARMARIO,DE CAPACIDAD INFERIOR O IGUAL A 900 L;10478;126997
PARTES DE MAQUINAS Y APARATOS ELECTRICOS CON UNA FUNCION PROPIA,NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO;10462;2647388
BILLARES Y SUS ACCESORIOS;10453;284797
MEDICAMENTOS QUE CONTENGAN OTROS ANTIBIOTICOS,SIN DOSIFICAR;10415;239713
LAS DEMAS PARTES,IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE EMBOLO DE ENCENDIDO POR CHISPA: BIELAS;10394;261835
LOS DEMAS HILADOS SENCILLOS SIN TORSION O CON UNA TORSION INFERIOR O IGUAL A 50 VUELTAS POR METRO,S/ACOND.P/LA VENTA AL POR MENOR;10376;58310
LAMPARAS ELECTRICAS PORTATILES CONCEBIDAS PARA FUNCIONAR CON SU PROPIA FUENTE DE ENERGIA (POR EJ: DE PILAS,ACUMULADORES,ELECTROMAGNETICAS),DE SEGURIDAD;10370;207815
LAS DEMAS PARTES,IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE LAS PARTIDAS 84.07 U 84.08: EMBOLOS (PISTONES);10352;440557
RODAMIENTOS DE RODILLOS EN FORMA DE TONEL;10348;788946
TABLAS PARA PAN, TABLAS PARA CORTAR Y ARTICULOS SIMILARES, DE BAMBU;10345;190179
MAQUINAS Y APARATOS PARA LA FABRICACION DE PASTAS ALIMENTICIAS;10340;284798
LAS DEMAS BOMBAS VOLUMETRICAS ALTERNATIVAS;10306;606892
"LAS DEMAS RAQUETAS DE TENIS,""BADMINTON"" O SIMILARES,INCLUSO SIN CORDAJE";10304;1800049
CONJUNTOS DE FIBRAS SINTETICAS,DE PUNTO,PARA MUJERES O NI?AS,(EXCEPTO DE BAÑO);10302;269183
LOS DEMAS HILADOS DE FILAMENTOS SINTETICOS,TORCIDOS O CABLEADOS;10298;106205
LAS DEMAS MATERIAS COLORANTES Y LAS DEMAS PREPARACIONES;10296;126702
TUBOS FLEXIBLES DE LOS DEMAS METALES COMUNES,INCLUSO CON SUS ACCESORIOS;10283;293359
TEJIDOS DE FIBRAS ARTIFICIALES DISOCONTINUAS,CON UN CONTENIDO DE FIBRAS ARTIFICIALES DISCONTINUAS SUPERIOR O IGUAL AL 85% EN PESO,TEÑIDOS;10245;134802
LAS DEMAS CAMISETAS INTERIORES,ALBORNOCES,BATAS Y ARTICULOS SIMILARES DE ALGODON PARA HOMBRES O NIÑOS;10210;252332
LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS DE LOS DEMAS POLIMEROS ACRILICOS,NO CELULAR Y SIN REFUERZO,ESTRATIFICACION NI SOPORTE;10192;234109
LAS DEMAS CUCHARAS,TENEDORES,CUCHARONES,ESPUMADERAS,PALAS PARA TARTA,CUCHILLO PARA PESCADO O MANTEQUILLA,PINZAS PARA AZUCAR Y ARTICULOS SIMILARES: PLATEADOS,DORADOS O PLATINADOS;10182;99300
PANTALLAS DE PROYECCION;10161;435879
HILOS Y CUERDAS,DE CAUCHO VULCANIZADO;10150;152304
PROTECTORES ANTIRRUIDOS DE PLASTICO;10112;327094
LOS DEMAS AGENTES DE SUPERFICIE ORGANICOS,CATIONICOS;10100;167885
HIDROGENOSULFURO (SULHIDRATO) DE SODIO;10090;40955
LOS DEMAS MEDICAMENTOS PARA USO VETERINARIO;10088;84931
AMINO-ALCOHOLES: DIETANOLAMINA;10080;132029
LOS DEMAS GRUPOS ELECTROGENOS;10054;136252
ENGRASADORES NO AUTOMATICOS;10034;133837
REMACHADORAS;10025;101936
HORNOS DE RESISTENCIA (DE CALENTAMIENTO INDIRECTO);10010;499239
MATERIAS COLORANTES ORGANICAS SINTETICAS: COLORANTES BASICOS Y PREPARACIONES A BASE DE ESTOS COLORANTES;10007;997307
CALDERAS PARA CALEFACCION CENTRAL,EXCEPTO LAS DE LA PARTIDA No 84.02;10005;96611
COPOLIMEROS DE ETILENO Y ACETATO DE VINILO;10000;146819
TEJIDOS CON UN CONTENIDO DE FIBRAS ARTIFICIALES DISCONTINUAS INFERIOR AL 85% EN PESO,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FILAMENTOS SINTETICOS O ARTIFICIALES,CON HILADOS DE DISTINTOS COLORES;9974;94067
LAS DEMAS PREPARACIONES ANTIOXIDANTES Y DEMAS ESTABILIZANTES COMPUESTOS PARA CAUCHO O PLASTICO;9942;166490
LOS DEMAS MOTORES  Y MAQUINAS MOTRICES;9932;132471
PARTES DE MAQUINAS Y APARATOS AGRICOLAS PARA EL TRABAJO DEL SUELO: REJAS Y DISCOS;9931;118646
LAS DEMAS ROPAS DE CAMA,DE PUNTO;9907;450485
PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZONES) y ®SHORTS¯ DE TEJIDOS LLAMADOS ®MEZCLILLA O DENIM¯ PARA HOMBRES Y NIÑOS;9891;963019
APARATOS DE DIAGNOSTICO POR EXPLORACION ULTRASONICA (ECOGRAFIA);9885;10195804
LOS DEMAS MOTORES DE CORRIENTE CONTINUA,CON REDUCTORES,VARIADORES O MULTIPLICADORES DE VELOCIDAD DE POTENCIA SUPERIOR A 75 kW PERO INFERIOR O IGUAL A 375 kW;9856;93572
SOMBREROS Y DEMAS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.;9838;271319
LAS DEMAS MAQUINAS DE TALADRAR;9826;356980
MADERA MOLDURADA;9820;46200
MAQUINAS Y APARATOS PARA IMPRIMIR,OFFSET: ALIMENTADOS CON HOJAS DE FORMATO ANTRIOR O IGUAL A 22 CM X 36 CM (OFFSET DE OFICINA);9806;119917
LOS DEMAS;9798;916451
BOMBAS PARA DISTRIBUCION DE CARBURANTES O LUBRICANTES,DEL TIPO DE LAS UTILIZADAS EN LAS GASOLINERAS,ESTACIONES DE SERVICIO O GARAJES;9770;355848
LOS DEMAS MANUFACTURAS DE CAUCHO VULCANIZADO SIN ENDURECER: TAPONES;9758;407645
LOS DEMAS TEJIDOS ESTAMPADOS DE FIBRAS SINTETICAS DISCONTINUAS (MENOS DE 85% DE ESTAS FIBRAS)MEZCLADOS CON ALGODON,DE GRAMAJE SUPERIOR A 170 g/m2;9732;100953
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FILAMENTOS SINTETICOS SUP.O IGUAL AL 85 % EN PESO,CRUDOS O BLANQUEADOS;9722;104651
LOS DEMAS GASES NOBLES;9720;613018
LAS DEMAS MEDIAS DE MUJER, DE TITULO INFERIOR A 67 DECITEX POR HILO SENCILLO DE FIBRAS SINTETICAS;9706;186783
LOS DEMAS ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES DE FIBRAS SINTETICAS O ARTIFICIALES PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 62.04;9703;1210867
PARTES DE CALENTADORES ELECTRICOS DE AGUA Y CALENTADORES ELECTRICOS DE INMERSION,APARATOS ELECTRICOS PARA CALEFACCION DE ESPACIOS O SUELOS,APARATOS ELECTROTERMICOS,EXCEPTO LAS DE LAS PARTIDA No 85.45;9702;442480
PIEZAS AISLANTES DE PLASTICO;9700;334152
ASPERSORES Y GOTEROS, PARA SISTEMAS DE RIEGO;9679;585337
LAS DEMAS CALZAS, PANTY-MEDIAS, LEOTARDOS Y MEDIAS;9656;264494
LOS DEMAS ARTICULOS DE CUCHILLERIA (EJ: MAQUINAS DE CORTAR EL PELO O DE ESQUILAR,CUCHILLAS PARA PICAR CARNE,TAJADERAS DE CARNICERIA O COCINA Y CORTAPAPELES);9606;185577
LAS DEMAS MESAS DE OPERACIONES Y SUS PARTES;9483;616100
LAS DEMAS MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS,DIGITALES,PRESENTADAS EN FORMA DE SISTEMAS;9457;2681827
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE LOS DEMAS ACEROS ALEADOS, DE ANCHURA SUPERIOR O IGUAL A 600 mm, SIMPLEMENTE LAMINADOS EN FRIO;9435;87928
ASPARTAMO (DCI);9431;736948
TIENDAS (CARPAS) DE LAS DEMAS MATERIAS TEXTILES;9419;157268
lLAS DEMAS CHAPAS Y TIRAS, DE ALUMINIO SIN ALEAR, ESPESOR SUPERIOR A 0,2 MM.;9372;114163
SUETERES DE ALGODON;9318;1589876
"LAS DEMAS PLACAS Y PELICULAS PLANAS,FOTOGRAFICAS,SENSIBILIZADAS,SIN IMPRESIONAR (EXCEPTO LAS DE PAPEL,CARTON O TEXTILES);PELICULAS FOTOGRAFICAS PLANAS AUTORREVELABLES,SENSIBILIZADAS SIN IMPRESIONAR";9318;180169
